root,serial,level,part_of_speech,addition,explaination_e,explaination_c
008245,19-008245-00-2,9,v.,grudges-grudging-grudged-grudged,-,（因不满而）不愿意给（或允许）；嫉恨，妒忌（某人）做成（某事）
001892,19-001892-00-1,9,v.,emerges-emerging-emerged-emerged,-,浮现，出现；显露，知悉；恢复过来，幸存下来；形成，兴起
001092,19-001092-00-1,9,adj.,more complicated-most complicated,-,复杂的，难处理的
001092,19-001092-00-2,9,v.,-,-,使复杂化，使难以理解；引起并发症（complicate 的过去式和过去分词形式）
003892,19-003892-00-1,9,n.,odours,-,（尤指难闻的）气味，臭味；意味，迹象；名声
000366,19-000366-00-1,9,adj.,more artistic-most artistic,-,艺术的，艺术家的；有艺术鉴赏力的，有艺术天赋的；有艺术性的，精美的
007854,19-007854-00-1,9,n.,slumbers,-,睡眠；麻木状态；静止状态
007854,19-007854-00-2,9,vi.,-,-,睡眠；蛰伏；麻木
007854,19-007854-00-3,9,vt.,-,-,睡眠；睡着度过
001992,19-001992-00-1,9,n.,establishments,-,建立，设立；权势集团，现存体制；企业，公共机构，家庭；结婚；英国国教，苏格兰长老会
001425,19-001425-00-1,9,n.,debates,-,讨论，辩论
001425,19-001425-00-2,9,v.,debates-debating-debated-debated,-,反复思考，斟酌；讨论，辩论
001547,19-001547-00-1,9,v.,detects-detecting-detected-detected,-,查明，察觉；测出，检测，识别
003887,19-003887-00-1,9,n.,occurrences,-,发生的事，事件；发生，出现（尤指意外且令人不快的事）
001120,19-001120-00-1,9,n.,-,-,让步，妥协；特许权；<英>优惠价，减价；商铺；小摊卖的东西；认输
008226,19-008226-00-1,9,n.,-,-,嫁接；移植；辛苦的工作；贪污
008226,19-008226-00-2,9,v.,-,-,嫁接；移植；辛苦地工作；贪污；植根；引入；（尤指不恰当地）将（某物）永久地插入别的物体
008285,19-008285-00-1,9,n.,malts,-,麦芽；麦芽酒
008285,19-008285-00-2,9,adj.,-,-,麦芽的；含麦芽的，用麦芽作的
008285,19-008285-00-3,9,vt.,-,-,用麦芽处理
008285,19-008285-00-4,9,n.,malts,-,（Malt）人名；（俄）马尔特
007126,19-007126-00-1,9,vi.,-,-,空出，腾出；辞职；休假
007126,19-007126-00-2,9,vt.,-,-,空出，搬出；取消；使撤退
007676,19-007676-00-1,9,n.,-,-,幻灭；醒悟
000321,19-000321-00-1,9,n.,apples,-,苹果
007955,19-007955-00-1,9,adj.,-,-,（动物）夜间活动的；夜间发生的
007050,19-007050-00-1,9,n.,ionizers,-,[化工] 电离剂；离子发生器
007479,19-007479-00-1,9,v.,mocks-mocking-mocked-mocked,-,嘲笑，（模仿）嘲弄；使显得徒劳，使显得可笑；（照原尺寸）模仿，仿制 （mock sth. up）
007479,19-007479-00-2,9,adj.,-,-,假装的，假的；仿真的；（考试、作战等）模拟的，演习的
007479,19-007479-00-3,9,n.,mocks,-,<英>模拟考试（mocks）；<旧>嘲笑对象，笑柄；嘲笑；模仿，仿造（品）
007479,19-007479-00-4,9,adv.,-,-,虚假地，不诚实地
007479,19-007479-00-5,9,-,-,-,【名】 （Mock）（美、德）莫克（人名）
007910,19-007910-00-1,9,adj.,-,-,粘性的；黏的
007015,19-007015-00-1,9,n.,equities,-,公平，公正；资产净值；普通股；衡平法
007575,19-007575-00-1,9,v.,compresses-compressing-compressed-compressed,-,（使）压紧，压缩；精简，浓缩；压缩（文件）；缩短（时间）
007575,19-007575-00-2,9,n.,compresses,-,（止血、减痛等的）敷布，压布
006650,19-006650-00-1,9,n.,youngsters,-,年轻人，少年
001466,19-001466-00-1,9,n.,deficiencies,-,缺乏，不足；缺陷，瑕疵；赤字
007313,19-007313-00-1,9,n.,-,-,护目镜，防护眼镜（goggle 的复数）
007313,19-007313-00-2,9,v.,-,-,瞪大眼睛看；转动眼珠（goggle 的第三人称单数）
007607,19-007607-00-1,9,n.,floras或florae,-,（某地区、栖息地或地质时期的）植物群，植物区系；植物志
007438,19-007438-00-1,9,n.,consolations,-,安慰，起安慰作用的人（物）
008137,19-008137-00-1,9,n.,shins,-,胫骨
008137,19-008137-00-2,9,vt.,-,-,爬；攀
008137,19-008137-00-3,9,vi.,-,-,攀；快步走
007379,19-007379-00-1,9,n.,-,-,相互影响，相互作用
007379,19-007379-00-2,9,vi.,-,-,相互影响，相互作用
002172,19-002172-00-1,9,adj.,more fatal-most fatal,-,致命的；导致失败的，灾难性的
002172,19-002172-00-2,9,-,-,-,【名】 （Fatal）（葡、芬）法塔尔（人名）
007523,19-007523-00-1,9,n.,domes,-,穹顶，圆屋顶；半球形物，圆顶状物
007523,19-007523-00-2,9,v.,domes-doming-domed-domed,-,变圆，膨胀；加穹顶（状物）于
007523,19-007523-00-3,9,-,-,-,【名】 （Dome）（法）多姆（人名）
007241,19-007241-00-1,9,adj.,-,-,普遍存在的，无所不在的
007754,19-007754-00-1,9,n.,-,-,分散；传播；散布；疏散；消失
008365,19-008365-00-1,9,adj.,-,-,集体的，共同的；总的，集合的
008365,19-008365-00-2,9,n.,collectives,-,集体农庄，集体企业；集合名词
004819,19-004819-00-1,9,n.,resistances,-,反对，抵制；抵抗，反抗；抵抗力，免疫力；阻力；电阻；（敌占区的）秘密抵抗组织
003857,19-003857-00-1,9,adj.,-,-,有营养的，营养丰富的
007710,19-007710-00-1,9,v.,scrubs-scrubbing-scrubbed-scrubbed,-,（尤指用硬刷子）擦洗，擦净；（医生在做手术前）仔细擦洗手和手臂（scrub up）；<非正式>取消（计划等）；用水净化（汽油，蒸汽）；（骑手用手臂与腿紧迫地摩擦马的颈部和两侧）催马（快行）；（赛车）（司机）让轮胎滑行（或划擦路面）以减速
007710,19-007710-00-2,9,n.,scrubs,-,矮树丛，灌木丛；灌木丛地带；刷洗，擦洗；磨砂膏；<美>医院工作服（scrubs）；<非正式>无足轻重的人，可鄙的人；<美>二流球队（或队员）；<美>（在公共场所举行的）儿童非正式团体比赛
007710,19-007710-00-3,9,adj.,-,-,（植物）矮小的；<美>（动物）劣等的，发育不良的
004385,19-004385-00-1,9,v.,prevails-prevailing-prevailed-prevailed,-,流行，盛行；（在比赛、竞赛或争辩中）击败，获胜；占优势，占上风；（继续）使用；说服，劝服（prevail on/upon）
007064,19-007064-00-1,9,adj.,-,-,实施的；强制执行的
007064,19-007064-00-2,9,v.,-,-,执行（enforce 的过去分词）
004845,19-004845-00-1,9,n.,restrictions,-,限制规定，限制法规；（受）限制（状态），（受）约束（状态）；制约因素
001067,19-001067-00-1,9,v.,commutes-commuting-commuted-commuted,-,通勤，上下班往返；减轻（刑罚）；代偿；（两个运算，两个量）可交换
001067,19-001067-00-2,9,n.,commutes,-,通勤，上下班交通路程
002337,19-002337-00-1,9,n.,formulas或formulae,-,计划，方案；配方，处方；公式，方程式；分子式，结构式；配方奶，代乳品；（特定场合的）惯用词语，套话；（影片、书籍等的）套路
001220,19-001220-00-1,9,adj.,-,-,有争议的，引发争论的
003041,19-003041-00-1,9,adj.,-,-,完好无损的
001703,19-001703-00-1,9,n.,distributions,-,分发；分销，配送；（电影在各院线的）发行，上映；分配，分布
002839,19-002839-00-1,9,n.,illusions,-,错觉，幻觉；幻想，错误的观念
005312,19-005312-00-1,9,adj.,slipperier或more slippery-slipperiest或most slippery,-,湿滑的，容易打滑的；<非正式>狡猾的，不可靠的；模棱两可的，模糊的
007408,19-007408-00-1,9,n.,fetuses,-,胎儿，胎
001512,19-001512-00-1,9,v.,deposits-depositing-deposited-deposited,-,放下，放置；储蓄；存放，寄存；沉积，沉淀；支付（押金、订金或预缴费用）
001512,19-001512-00-2,9,n.,deposits,-,沉积物，沉积层；订金；押金；存款；竞选保证金
007747,19-007747-00-1,9,v.,unveils-unveiling-unveiled-unveiled,-,（首次）公开，揭示；为……揭幕，揭去……上的覆盖物；除去面纱，显露
004357,19-004357-00-1,9,adj.,-,-,初步的，预备的
004357,19-004357-00-2,9,n.,preliminaries,-,初步行动，准备工作；预赛，预试
008049,19-008049-00-1,9,n.,denominations,-,面额；名称；教派
007585,19-007585-00-1,9,vi.,-,-,腾跃；欢跃；寻欢作乐
001035,19-001035-00-1,9,n.,combats,-,战斗，搏斗；争论，反对
001035,19-001035-00-2,9,v.,combats-combating或combatting-combated或combatted-combated或combatted,-,与……作斗争；防止，减轻
001035,19-001035-00-3,9,adj.,-,-,战斗的；为……斗争的
001035,19-001035-00-4,9,-,-,-,【名】 （Comb）（法）孔巴（人名）
007029,19-007029-00-1,9,v.,seeps-seeping-seeped-seeped,-,（液体）渗漏，渗透；逐渐移动，渐渐散开
007029,19-007029-00-2,9,n.,seeps,-,（油、水）渗出地表的地方
008318,19-008318-00-1,9,adj.,-,-,极其苦恼的（处于赤贫，极度恐怖等境地）；卑躬屈膝的；下贱的；可怜的；不幸的
008169,19-008169-00-1,9,v.,abides-abiding-abided或abode-abided或abode,-,遵守（abide by）；容忍，忍受；<旧>居住，逗留；（感情，记忆）始终不渝，持续
008070,19-008070-00-1,9,v.,tickles-tickling-tickled-tickled,-,使觉得痒，挠（某人）的痒痒；（使）发痒；使满足，使高兴；使发笑；引发（品味，幽默感，好奇心）；用手捉（鳟鱼）
008070,19-008070-00-2,9,n.,tickles,-,痒（感）； 呵痒，胳肢
008070,19-008070-00-3,9,-,-,-,【名】 （Tickle）（英）蒂克尔（人名）
001091,19-001091-00-1,9,v.,complicates-complicating-complicated-complicated,-,使复杂化，使难以理解；引起并发症；使卷入，使陷入
001802,19-001802-00-1,9,adj.,more dynamic-most dynamic,-,充满活力的，精力充沛的；动态的，发展变化的；力的，动力的
001802,19-001802-00-2,9,n.,dynamics,-,动力，活力；相互作用，动态；动力学
007549,19-007549-00-1,9,n.,jerks,-,急拉，急推；<美，非正式>傻瓜，坏蛋；肌肉抽搐；（举重）挺举；腌制后放在木火上烤的肉；颠簸，震摇
007549,19-007549-00-2,9,v.,jerks-jerking-jerked-jerked,-,急拉，猛推；（举重）挺举过头；制肉干；（用调料浸泡及用木柴火烤）烹饪（猪肉，鸡肉）
007549,19-007549-00-3,9,adj.,-,-,腌泡过的
007549,19-007549-00-4,9,-,-,-,【名】 （Jerk） 耶尔克（人名）
005472,19-005472-00-1,9,n.,spots或spot,-,地点，场所；点，斑点；污点，污渍；丘疹，疱疹；某演员的固定节目；排名位置； <英>少量，一点；几滴，少许（液体）；困境，窘境；现货交易，现金交易；聚光灯（spotlight 的简称）；<美>（多米诺牌、纸牌或骰子上的）点；调灰泥板，调石膏板；<美，非正式>（特定面值的）钞票；（英足）点球点
005472,19-005472-00-2,9,v.,spots-spotting-spotted-spotted,-,看见，注意到；让分，让步；飘了几滴雨；<美，非正式>借（钱）给；使有斑点，使有污迹；稀疏地点缀；在场监护（运动员）；（军）确定敌人的位置；将（球）放在适当位置
005472,19-005472-00-3,9,adj.,-,-,现货交易的，立即支付的
002173,19-002173-00-1,9,n.,fates,-,命运
002173,19-002173-00-2,9,v.,fates-fating-fated-fated,-,注定
002173,19-002173-00-3,9,-,-,-,【名】  （Fate）（英）费特（人名）
007017,19-007017-00-1,9,adj.,-,-,阈限的
007478,19-007478-00-1,9,n.,freights,-,货物；货运；运费；<美>货运列车
007478,19-007478-00-2,9,v.,freights-freighting-freighted-freighted,-,运送（货物）；使充满，使负担
007620,19-007620-00-1,9,adj.,-,-,剥削的；利用的；开发资源的
007742,19-007742-00-1,9,vt.,-,-,倾覆（特指船）；翻覆；弄翻
007742,19-007742-00-2,9,vi.,-,-,翻；倾覆；翻覆
007418,19-007418-00-1,9,n.,-,-,弹性工作时间
005449,19-005449-00-1,9,v.,spills-spilling-spilt或spilled-spilt或spilled,-,（使）洒出，泼出，溢出；（东西）倒出，洒落；涌出，蜂拥而出；（光线）透进，倾泻在……上；向（某人）说出秘密；使（某人）从马上（或自行车上）摔下来；（球赛中）掉球；（航海）减少（帆）的受风压力（多指把帆放松）
005449,19-005449-00-2,9,n.,spills,-,洒出（量），溢出（量）；（从马、自行车上等的）摔下，跌下；<澳>职位空缺；（点火用的）纸捻，木片；小塞子
005449,19-005449-00-3,9,-,-,-,【名】 （Spill）（德、美、英、法）施皮尔（人名）
008165,19-008165-00-1,9,v.,encroaches-encroaching-encroached-encroached,-,逐步侵占（侵犯），蚕食；侵占（土地）
007631,19-007631-00-1,9,n.,alleys,-,小巷，胡同；（两旁有树木、灌木或石头的）小径；（九柱戏和保龄球等游戏的）球道；<美>双打网球场两边的狭长地带
007631,19-007631-00-2,9,-,-,-,【名】 （Alley）（英）阿利（人名）
007582,19-007582-00-1,9,n.,dictations,-,口述，听写；命令，发号施令
005632,19-005632-00-1,9,adj.,subtler或more subtle-subtlest或most subtle,-,不易察觉的，微妙的；敏锐的，有洞察力的；灵活的，巧妙的；含蓄的，隐晦的；<古>狡猾的
008172,19-008172-00-1,9,adj.,-,-,好战的，好争论的
004695,19-004695-00-1,9,v.,reflects-reflecting-reflected-reflected,-,反射（光、热或声音）；反映，照出（影像）；显示，表明；深思，反省；深思后认为，深思后说；引起（某种）看法，带来影响
007857,19-007857-00-1,9,v.,propagates-propagating-propagated-propagated,-,散播，宣传（观点、信仰等）；传播（运动、光线、声音等）；（动植物等）繁殖，使繁殖
000433,19-000433-00-1,9,n.,avenues,-,大街；（通向大宅子的）林荫道；途径，渠道
007576,19-007576-00-1,9,v.,derives-deriving-derived-derived,-,获得，取得；起源于，来自；提取，衍生（化学物质）
007576,19-007576-00-2,9,-,-,-,【名】 （Derive）（法）德里夫（人名）
008036,19-008036-00-1,9,v.,contaminates-contaminating-contaminated-contaminated,-,污染，弄脏；毒害，腐蚀（人的思想或品德）
007333,19-007333-00-1,9,n.,memoranda或memorandums,-,公务便条，备忘录；协议备忘录；建议书，报告；合同书，（法律文件细节的）摘要
002213,19-002213-00-1,9,adj.,fiercer-fiercest,-,（动作或情感）强烈的，激烈的；（人或动物）凶猛的，狂怒的；（天气等）狂暴的，恶劣的
002213,19-002213-00-2,9,adv.,-,-,<美，非正式>很，非常
002213,19-002213-00-3,9,-,-,-,【名】 （Fierce）（英）菲尔斯（人名）
003470,19-003470-00-1,9,n.,manufacturers,-,生产商，制造商
008146,19-008146-00-1,9,v.,corrodes-corroding-corroded-corroded,-,损害，破坏；腐蚀，侵蚀
007233,19-007233-00-1,9,v.,furnishes-furnishing-furnished-furnished,-,为（房间或房屋）配备家具；提供，供应
001363,19-001363-00-1,9,adj.,more current-most current,-,现行的，当前的；通用的，流行的；最近的
001363,19-001363-00-2,9,n.,currents,-,水流，气流；电流；思潮，趋势
001363,19-001363-00-3,9,-,-,-,【名】 （Current）（英）柯伦特（人名）
007246,19-007246-00-1,9,v.,conforms-conforming-conformed-conformed,-,遵守，符合；顺从，随潮流；一致，相吻合
001494,19-001494-00-1,9,v.,demonstrates-demonstrating-demonstrated-demonstrated,-,证明；示范，演示；表露；游行，示威
001158,19-001158-00-1,9,adj.,-,-,连续的，不间断的
007292,19-007292-00-1,9,v.,mitigates-mitigating-mitigated-mitigated,-,<正式>减轻，缓和
006561,19-006561-00-1,9,n.,windscreens,-,汽车挡风玻璃
004195,19-004195-00-1,9,adj.,-,-,（地方）古雅的，风景如画的；（语言）生动的，独特的；（服饰和外貌）引人注意的，奇特的
007685,19-007685-00-1,9,n.,ejections,-,驱逐，弹出；（火山等的）喷出物，射出物
007150,19-007150-00-1,9,v.,-,-,促进，培养；领养，收养
007150,19-007150-00-2,9,adj.,-,-,代养的，寄养的
007150,19-007150-00-3,9,-,-,-,【名】 （Foster） 福斯特（人名）
007589,19-007589-00-1,9,n.,adjuncts,-,附属物；附加语，修饰语；帮手，助手；（某些系统语法用语）副词状语
007589,19-007589-00-2,9,adj.,-,-,附属的，附加的；（大学教师职位）临时的，副的
007338,19-007338-00-1,9,n.,-,-,残骸，碎片
007338,19-007338-00-2,9,-,-,-,【名】 （Debris）（法）德布里（人名）
004336,19-004336-00-1,9,v.,precedes-preceding-preceded-preceded,-,处在……之前，先于；在……之前做（或说）；比……更重要，比……（级别）更高
008236,19-008236-00-1,9,adj.,more spiteful-most spiteful,-,怀恨的，恶意的
005579,19-005579-00-1,9,n.,streams,-,小河，小溪；一连串，源源不断（的事情）；（烟、气、液体的）流，股；（同龄学生按能力划分的）班，组；音像流；数据流，指令流
005579,19-005579-00-2,9,v.,streams-streaming-streamed-streamed,-,（人，东西）流动，涌动；不断地流出（液体），不断地排出（气体）；（光线）照射，照耀；（尤指在风中或水中）飘动，流动；在线收听（或收看）；按能力分班（或分组）
007898,19-007898-00-1,9,adj.,solemner或more solemn-solemnest或most solemn,-,表情严肃的，庄严的；（承诺、协定等）庄严的，郑重的；（仪式）庄严的，隆重的
003266,19-003266-00-1,9,n.,laundries,-,待洗（或正在洗涤、洗完）的衣物；洗衣房，洗衣店；洗衣物，洗衣物的活
005183,19-005183-00-1,9,v.,shifts-shifting-shifted-shifted,-,（使）移动，（使）转移；（使）转换到（另一个人或另一事物）；（使）改变意见（或信仰等）；<英，非正式>赶快；<美>换（挡）；（计算机）移位；按（计算机键盘上的）Shift 键；<英，非正式>摆脱，消除；<英，非正式>（尤指大量）销售，出售；<英，非正式>狼吞虎咽地吃；<古>含糊其辞，拐弯抹角
005183,19-005183-00-2,9,n.,shifts,-,改变，转变；轮班工作时间；轮班工作的人；（计算机键盘上的）Shift 键；（计算机）移位；<美>（机动车的）换挡装置；宽松直筒连衣裙（=shift dress）；<史>长而宽松的内衣；（建筑）错位；（美橄）（开赛前）球员位置的变换；（天文）（光谱线的）偏移；语音演变（sound shift 的简称）；<古>计谋，诡计
004070,19-004070-00-1,9,adv.,-,-,不完全地，部分地；<古>偏袒地
003000,19-003000-00-1,9,n.,innovations,-,新事物，新方法；革新，创新
007140,19-007140-00-1,9,n.,-,-,专业；专业化，专门化；（生物）特化作用
002753,19-002753-00-1,9,adj.,-,-,水平的；（公司）同一层次的；统一的，一致的；地平线的，在地平线上的
002753,19-002753-00-2,9,n.,horizontals,-,水平位置；水平线，水平面
007896,19-007896-00-1,9,n.,anecdotes或anecdota,-,轶事，趣闻；传闻
008199,19-008199-00-1,9,v.,crystallizes-crystallizing-crystallized-crystallized,-,（使）结晶；（使）明确化，（使）具体化；给（水果或花瓣）裹上糖霜；（财政）将浮动费用改为固定费用
007616,19-007616-00-1,9,n.,crusts,-,面包皮；（馅饼或比萨饼等的）酥皮；硬外皮，硬外壳；地壳；<非正式>生活，生计
007616,19-007616-00-2,9,v.,crusts-crusting-crusted-crusted,-,形成（或结成）硬皮（或硬壳）
001111,19-001111-00-1,9,v.,conceives-conceiving-conceived-conceived,-,构思，设想；使受孕，怀孕
004864,19-004864-00-1,9,n.,revenges,-,报复，报仇；报复欲望，复仇心；雪耻（指在比赛中战胜曾击败自己的对手）
004864,19-004864-00-2,9,v.,revenges-revenging-revenged-revenged,-,复仇，报复；替（人）报仇；报（被冤枉，被伤害）之仇，洗雪（侮辱）
006529,19-006529-00-1,9,n.,whistles,-,哨子；口哨声；哨子声；（火车、船或工厂等地的）汽笛，警笛；汽笛声，警笛声；呼啸声；小竖笛；（鸟的）啭鸣声；<英>一套衣服，一手同花色牌
006529,19-006529-00-2,9,v.,whistles-whistling-whistled-whistled,-,吹口哨，用口哨吹奏（曲调）；（向某人）吹口哨（以唤起注意或表示爱憎）；吹哨示意；鸣响；（鸟）啭鸣；迅速移动，呼啸而过；得不到，空指望
007505,19-007505-00-1,9,adj.,sleeker或more sleek-sleekest或most sleek,-,光滑的，光亮的；线条流畅的，造型优美的；时髦阔气的；油嘴滑舌的
007505,19-007505-00-2,9,v.,sleeks-sleeking-sleeked-sleeked,-,使平整光亮；掩盖；打扮整洁
001823,19-001823-00-1,9,adj.,more eccentric-most eccentric,-,古怪的，异乎寻常的；不同圆心的，不正圆的
001823,19-001823-00-2,9,n.,eccentrics,-,古怪的人
003212,19-003212-00-1,9,n.,kits,-,成套工具，成套设备；配套元件；<英>全套衣服及装备；成套资料，成套材料；<英>（尤指盛鱼的）大篮子，箱子；（尤指职业舞蹈教师用的）小型小提琴；（海狸、白鼬、貂等动物的）幼崽
003212,19-003212-00-2,9,v.,kits-kitting-kitted-kitted,-,装备；预备
003212,19-003212-00-3,9,-,-,-,【名】 （英）基特，姬特（女名）（教名 Christopher、Katherine 的昵称），（俄）基特，（东南亚国家华语）吉（人名）
008027,19-008027-00-1,9,adj.,-,-,深奥的；难懂的
007893,19-007893-00-1,9,n.,paralyses,-,瘫痪（症），麻痹（症）；（行动、决策、运行等的）瘫痪，停顿
007340,19-007340-00-1,9,v.,congregates-congregating-congregated-congregated,-,集合，聚集
007340,19-007340-00-2,9,adj.,-,-,集合在一起的
